timestamp,humedad_suelo,temperatura,luminosidad,ph,tanque_agua,riego_activo
2026-08-22 20:47:34,46.5,21.6,453,6.58,72.4,NO
2026-08-22 20:47:35,46.2,21.4,440,6.6,72.4,NO
2026-08-22 20:47:36,46.0,21.5,455,6.6,72.4,NO
2026-08-22 20:47:37,45.7,21.6,443,6.61,72.4,NO
2026-08-22 20:47:38,45.5,21.5,430,6.61,72.4,NO
2026-08-22 20:47:39,45.2,21.4,441,6.6,72.4,NO
2026-08-22 23:40:18,47.2,23.1,687,6.41,85.0,NO
2026-08-22 23:40:19,47.0,23.2,690,6.39,85.0,NO
2026-08-22 23:40:20,46.8,23.1,699,6.38,85.0,NO
2026-08-22 23:40:21,46.5,23.3,710,6.39,85.0,NO
2026-08-22 23:40:22,46.2,23.2,714,6.37,85.0,NO
2026-08-22 23:40:23,46.0,23.2,726,6.38,85.0,NO
2026-08-22 23:40:24,45.8,23.3,723,6.39,85.0,NO
2026-08-22 23:40:25,45.5,23.4,735,6.37,85.0,NO
2026-08-22 23:40:26,45.2,23.5,746,6.36,85.0,NO
2026-08-22 23:40:27,45.0,23.7,749,6.35,85.0,NO
2026-08-22 23:40:28,44.8,23.8,746,6.36,85.0,NO
2026-08-22 23:40:29,44.5,23.8,760,6.37,85.0,NO
2026-08-22 23:40:30,44.2,23.7,770,6.35,85.0,NO
2026-08-22 23:40:31,44.0,23.9,776,6.36,85.0,NO
2026-08-22 23:40:32,43.8,24.1,773,6.36,85.0,NO
2026-08-22 23:40:33,43.5,24.2,759,6.35,85.0,NO
2026-08-22 23:40:34,43.2,24.0,752,6.37,85.0,NO
2026-08-22 23:40:35,43.0,24.1,745,6.38,85.0,NO
2026-08-22 23:40:36,42.8,24.1,743,6.37,85.0,NO
2026-08-22 23:40:37,42.5,24.2,729,6.37,85.0,NO
2026-08-22 23:40:38,42.2,24.2,735,6.37,85.0,NO
2026-08-22 23:40:39,42.0,24.1,723,6.39,85.0,NO
2026-08-22 23:40:40,41.8,24.2,725,6.37,85.0,NO
2026-08-22 23:40:41,41.5,24.3,734,6.37,85.0,NO
2026-08-22 23:40:42,41.2,24.2,727,6.35,85.0,NO
2026-08-22 23:40:43,41.0,24.2,732,6.36,85.0,NO
2026-08-22 23:40:44,40.8,24.0,734,6.35,85.0,NO
2026-08-22 23:40:45,40.5,23.9,738,6.34,85.0,NO
2026-08-22 23:40:46,40.2,23.7,734,6.32,85.0,NO
2026-08-22 23:40:47,40.0,23.7,735,6.32,85.0,NO
2026-08-22 23:40:48,41.2,23.6,724,6.3,84.4,SI
2026-08-22 23:40:49,42.4,23.7,714,6.29,83.8,SI
2026-08-22 23:40:50,43.6,23.7,719,6.29,83.2,SI
2026-08-22 23:40:51,44.8,23.7,724,6.29,82.6,SI
2026-08-22 23:40:52,44.6,23.5,723,6.3,82.6,NO
2026-08-22 23:40:53,44.3,23.4,733,6.31,82.6,NO
2026-08-22 23:40:54,44.1,23.4,723,6.31,100.0,NO
2026-08-22 23:40:55,43.8,23.5,737,6.32,100.0,NO
2026-08-22 23:40:56,43.6,23.6,734,6.3,100.0,NO
2026-08-22 23:40:57,43.3,23.5,729,6.3,100.0,NO
2026-08-22 23:40:58,43.1,23.4,727,6.31,100.0,NO
2026-08-22 23:40:59,42.8,23.4,713,6.3,100.0,NO
2026-08-22 23:41:00,42.6,23.4,708,6.29,100.0,NO
2026-08-22 23:41:01,42.3,23.4,718,6.3,100.0,NO
2026-08-22 23:41:02,42.1,23.2,716,6.3,100.0,NO
2026-08-22 23:41:03,41.8,23.4,711,6.3,100.0,NO
2026-08-22 23:41:04,41.6,23.5,716,6.28,100.0,NO
2026-08-22 23:41:05,41.3,23.4,714,6.27,100.0,NO
2026-08-22 23:41:06,41.1,23.5,727,6.27,100.0,NO
2026-08-22 23:41:07,40.8,23.4,734,6.28,100.0,NO
2026-08-22 23:41:08,40.6,23.2,735,6.27,100.0,NO
2026-08-22 23:41:09,40.3,23.3,745,6.28,100.0,NO
2026-08-22 23:41:10,40.1,23.3,734,6.28,100.0,NO
2026-08-22 23:41:11,39.8,23.4,725,6.28,100.0,NO
2026-08-22 23:41:12,39.6,23.4,719,6.3,100.0,NO
2026-08-22 23:41:13,39.3,23.4,734,6.3,100.0,NO
2026-08-22 23:41:14,39.1,23.5,748,6.31,100.0,NO
2026-08-22 23:41:15,38.8,23.5,755,6.3,100.0,NO
2026-08-22 23:41:16,38.6,23.5,766,6.29,100.0,NO
2026-08-22 23:41:17,38.3,23.7,753,6.29,100.0,NO
2026-08-22 23:41:18,38.1,23.8,754,6.29,100.0,NO
2026-08-22 23:41:19,37.8,23.9,755,6.31,100.0,NO
2026-08-22 23:41:20,37.6,23.9,758,6.29,100.0,NO
2026-08-22 23:41:21,37.3,23.9,769,6.31,100.0,NO
2026-08-22 23:41:22,37.1,23.7,772,6.31,100.0,NO
2026-08-22 23:41:23,36.8,23.7,781,6.3,100.0,NO
2026-08-22 23:41:24,36.6,23.7,779,6.31,100.0,NO
2026-08-22 23:41:25,36.3,23.5,786,6.32,100.0,NO
2026-08-22 23:41:26,36.1,23.5,778,6.34,100.0,NO
2026-08-22 23:41:27,35.8,23.7,790,6.35,100.0,NO
2026-08-22 23:41:28,35.6,23.5,805,6.36,100.0,NO
2026-08-22 23:41:29,35.3,23.5,813,6.34,100.0,NO
2026-08-22 23:41:30,35.1,23.4,815,6.34,100.0,NO
2026-08-22 23:41:31,34.8,23.4,805,6.35,100.0,SI
2026-08-22 23:41:32,36.0,23.4,815,6.37,99.4,SI
2026-08-22 23:41:33,37.2,23.4,805,6.37,98.8,SI
2026-08-22 23:41:34,38.4,23.5,809,6.37,98.2,SI
2026-08-22 23:41:35,39.6,23.5,817,6.36,97.6,SI
2026-08-22 23:41:36,40.8,23.3,811,6.34,97.0,SI
2026-08-22 23:41:37,42.0,23.5,824,6.33,96.4,SI
2026-08-22 23:41:38,43.2,23.5,834,6.33,95.8,SI
2026-08-22 23:41:39,44.4,23.4,820,6.31,95.2,SI
2026-08-22 23:41:40,45.6,23.4,829,6.3,94.6,SI
2026-08-22 23:41:41,46.8,23.3,829,6.29,94.0,SI
2026-08-22 23:41:42,48.0,23.1,814,6.28,93.4,SI
2026-08-22 23:41:43,49.2,23.1,804,6.29,92.8,SI
2026-08-22 23:41:44,50.4,22.9,791,6.28,92.2,SI
2026-08-22 23:41:45,51.6,23.1,800,6.29,91.6,SI
2026-08-22 23:41:46,52.8,23.3,787,6.29,91.0,SI
2026-08-22 23:41:47,54.0,23.4,794,6.29,90.4,SI
2026-08-22 23:41:48,55.2,23.4,788,6.29,89.8,SI
2026-08-22 23:41:49,56.4,23.5,784,6.29,89.2,SI
2026-08-22 23:41:50,57.6,23.6,779,6.3,88.6,SI
2026-08-22 23:41:51,58.8,23.5,774,6.31,88.0,SI
2026-08-22 23:41:52,60.0,23.6,780,6.29,87.4,NO
2026-08-22 23:41:53,59.8,23.6,785,6.29,87.4,NO
2026-08-22 23:41:54,59.5,23.6,798,6.3,87.4,NO
2026-08-22 23:41:55,59.3,23.6,799,6.29,87.4,NO
2026-08-22 23:41:56,59.0,23.5,793,6.28,87.4,NO
2026-08-22 23:41:57,58.8,23.4,808,6.29,87.4,NO
2026-08-22 23:41:58,58.5,23.4,812,6.31,87.4,NO
2026-08-22 23:41:59,58.3,23.6,808,6.32,87.4,NO
2026-08-22 23:42:00,58.0,23.5,796,6.31,87.4,NO
2026-08-22 23:42:01,57.8,23.6,808,6.32,87.4,NO
2026-08-22 23:42:02,57.5,23.6,818,6.31,87.4,NO
2026-08-22 23:42:03,57.3,23.5,805,6.32,87.4,NO
2026-08-22 23:42:04,57.0,23.4,803,6.33,87.4,NO
2026-08-22 23:42:05,56.8,23.4,809,6.33,87.4,NO
2026-08-22 23:42:06,56.5,23.5,822,6.33,87.4,NO
2026-08-22 23:42:07,56.3,23.4,836,6.31,87.4,NO
2026-08-22 23:42:08,56.0,23.5,824,6.33,87.4,NO
2026-08-22 23:42:09,55.8,23.3,833,6.34,87.4,NO
2026-08-22 23:42:10,55.5,23.4,839,6.34,87.4,NO
2026-08-22 23:42:11,55.3,23.4,842,6.32,87.4,NO
2026-08-22 23:42:12,55.0,23.3,845,6.33,87.4,NO
2026-08-22 23:42:13,54.8,23.3,839,6.34,87.4,NO
2026-08-22 23:42:14,54.5,23.4,854,6.33,87.4,NO
2026-08-22 23:42:15,54.3,23.2,861,6.33,87.4,NO
2026-08-22 23:42:16,54.0,23.1,860,6.33,87.4,NO
2026-08-22 23:42:17,53.8,23.2,847,6.34,87.4,NO
2026-08-22 23:42:18,53.5,23.1,839,6.32,87.4,NO
2026-08-22 23:42:19,53.3,23.0,826,6.32,87.4,NO
2026-08-22 23:42:20,53.0,23.0,818,6.33,87.4,NO
2026-08-22 23:42:21,52.8,23.1,831,6.34,87.4,NO
2026-08-22 23:42:22,52.5,22.9,842,6.34,87.4,NO
2026-08-22 23:42:23,52.3,22.8,853,6.34,87.4,NO
2026-08-22 23:42:24,52.0,22.7,845,6.33,87.4,NO
2026-08-22 23:42:25,51.8,22.8,857,6.34,87.4,NO
2026-08-22 23:42:26,51.5,22.8,861,6.35,87.4,NO
2026-08-22 23:42:27,51.3,22.7,857,6.36,87.4,NO
2026-08-22 23:42:28,51.0,22.6,854,6.38,87.4,NO
2026-08-22 23:42:29,50.8,22.8,864,6.38,87.4,NO
2026-08-22 23:42:30,50.5,22.8,874,6.39,87.4,NO
2026-08-22 23:42:31,50.3,22.7,862,6.37,87.4,NO
2026-08-22 23:42:32,50.0,22.7,847,6.37,87.4,NO
2026-08-22 23:42:33,49.8,22.7,847,6.36,87.4,NO
2026-08-22 23:42:34,49.5,22.8,848,6.36,87.4,NO
2026-08-22 23:42:35,49.3,22.7,860,6.38,87.4,NO
2026-08-22 23:42:36,49.0,22.8,872,6.38,87.4,NO
2026-08-22 23:42:37,48.8,23.0,886,6.39,87.4,NO
2026-08-22 23:42:38,48.5,23.0,888,6.38,87.4,NO
2026-08-22 23:42:39,48.3,23.2,883,6.4,87.4,NO
2026-08-22 23:42:40,48.0,23.1,893,6.4,87.4,NO
2026-08-22 23:42:41,47.8,23.1,907,6.41,87.4,NO
2026-08-22 23:42:42,47.5,23.0,904,6.39,87.4,NO
2026-08-22 23:42:43,47.3,23.1,901,6.39,87.4,NO
2026-08-22 23:42:44,47.0,23.1,892,6.4,87.4,NO
2026-08-22 23:42:45,46.8,23.0,904,6.4,87.4,NO
2026-08-22 23:42:46,46.5,23.0,905,6.39,87.4,NO
2026-08-22 23:42:47,46.3,23.2,917,6.41,87.4,NO
2026-08-22 23:42:48,46.0,23.1,908,6.41,87.4,NO
2026-08-22 23:42:49,45.8,22.9,916,6.39,87.4,NO
2026-08-22 23:42:50,45.5,22.8,911,6.39,87.4,NO
2026-08-22 23:42:51,45.3,22.7,901,6.38,87.4,NO
2026-08-22 23:42:52,45.0,22.5,906,6.38,87.4,NO
2026-08-22 23:42:53,44.8,22.4,908,6.37,87.4,NO
2026-08-22 23:42:54,44.5,22.5,922,6.36,87.4,NO
2026-08-22 23:42:55,44.3,22.5,924,6.34,87.4,NO
2026-08-22 23:42:56,44.0,22.5,938,6.35,87.4,NO
2026-08-22 23:42:57,43.8,22.3,932,6.37,87.4,NO
2026-08-22 23:42:58,43.5,22.4,928,6.36,87.4,NO
2026-08-22 23:42:59,43.3,22.4,925,6.37,87.4,NO
2026-08-22 23:43:00,43.0,22.5,940,6.37,87.4,NO
2026-08-22 23:43:01,42.8,22.4,938,6.39,87.4,NO
2026-08-22 23:43:02,42.5,22.3,939,6.39,87.4,NO
2026-08-22 23:43:03,42.3,22.3,924,6.37,87.4,NO
2026-08-22 23:43:04,42.0,22.2,936,6.38,87.4,NO
2026-08-22 23:43:05,41.8,22.3,946,6.4,87.4,NO
2026-08-22 23:43:06,41.5,22.3,950,6.4,87.4,NO
2026-08-22 23:43:07,41.3,22.1,950,6.39,87.4,NO
2026-08-22 23:43:08,41.0,22.2,942,6.38,87.4,NO
2026-08-22 23:43:09,40.8,22.4,931,6.36,87.4,NO
2026-08-22 23:43:10,40.5,22.4,929,6.37,87.4,NO
2026-08-22 23:43:11,40.3,22.3,914,6.35,87.4,NO
2026-08-22 23:43:12,40.0,22.5,908,6.35,87.4,NO
2026-08-22 23:43:13,39.8,22.6,922,6.33,87.4,NO
2026-08-22 23:43:14,39.5,22.8,934,6.35,87.4,NO
2026-08-22 23:43:15,39.3,22.8,926,6.34,87.4,NO
2026-08-22 23:43:16,39.0,22.6,916,6.33,87.4,NO
2026-08-22 23:43:17,38.8,22.5,918,6.33,87.4,NO
2026-08-22 23:43:18,38.5,22.4,929,6.32,87.4,NO
2026-08-22 23:43:19,38.3,22.3,942,6.31,87.4,NO
2026-08-22 23:43:20,38.0,22.1,928,6.31,87.4,NO
2026-08-22 23:43:21,37.8,22.1,918,6.31,87.4,NO
2026-08-22 23:43:22,37.5,22.2,919,6.31,87.4,NO
2026-08-22 23:43:23,37.3,22.1,915,6.32,87.4,NO
2026-08-22 23:43:24,37.0,22.1,927,6.31,87.4,NO
2026-08-22 23:43:25,36.8,22.3,919,6.32,87.4,NO
2026-08-22 23:43:26,36.5,22.3,930,6.34,87.4,NO
2026-08-22 23:43:27,36.3,22.4,940,6.33,87.4,NO
2026-08-22 23:43:28,36.0,22.2,936,6.34,87.4,NO
2026-08-22 23:43:29,35.8,22.3,938,6.34,87.4,NO
2026-08-22 23:43:30,35.5,22.1,930,6.34,87.4,NO
2026-08-22 23:43:31,35.3,22.1,927,6.34,87.4,NO
2026-08-22 23:43:32,35.0,22.0,934,6.36,87.4,NO
2026-08-22 23:43:33,34.8,21.9,934,6.36,87.4,SI
2026-08-22 23:43:34,36.0,21.9,927,6.35,86.8,SI
2026-08-22 23:43:35,37.2,21.8,918,6.36,86.2,SI
2026-08-22 23:43:36,38.4,21.8,931,6.37,85.6,SI
2026-08-22 23:43:37,39.6,21.8,934,6.35,85.0,SI
2026-08-22 23:43:38,40.8,21.7,922,6.34,84.4,SI
2026-08-22 23:43:39,42.0,21.8,919,6.35,83.8,SI
2026-08-22 23:43:40,43.2,21.6,913,6.34,83.2,SI
2026-08-22 23:43:41,44.4,21.6,924,6.33,82.6,SI
2026-08-22 23:43:42,45.6,21.5,922,6.34,82.0,SI
2026-08-22 23:43:43,46.8,21.5,937,6.32,81.4,SI
2026-08-22 23:43:44,48.0,21.4,927,6.34,80.8,SI
2026-08-22 23:43:45,49.2,21.5,930,6.35,80.2,SI
2026-08-22 23:43:46,50.4,21.5,937,6.34,79.6,SI
2026-08-22 23:43:47,51.6,21.4,927,6.36,79.0,SI
2026-08-22 23:43:48,52.8,21.5,912,6.36,78.4,SI
2026-08-22 23:43:49,54.0,21.6,909,6.36,77.8,SI
2026-08-22 23:43:50,55.2,21.6,897,6.36,77.2,SI
2026-08-22 23:43:51,56.4,21.6,899,6.35,76.6,SI
2026-08-22 23:43:52,57.6,21.5,886,6.34,76.0,SI
2026-08-22 23:43:53,58.8,21.4,901,6.35,75.4,SI
